location,truth_date,year_week,value,data_source
AT,2022-10-30,2022-W43,1274.3,ERVISS
AT,2022-10-23,2022-W42,1685.2,ERVISS
AT,2022-10-16,2022-W41,1740.8,ERVISS
AT,2022-10-09,2022-W40,1183.0,ERVISS
AT,2022-04-17,2022-W15,540.7,ERVISS
AT,2022-04-10,2022-W14,1207.7,ERVISS
AT,2022-04-03,2022-W13,1044.6,ERVISS
AT,2022-03-27,2022-W12,1387.2,ERVISS
AT,2022-03-20,2022-W11,1264.3,ERVISS
AT,2022-03-06,2022-W09,996.2,ERVISS
AT,2022-02-27,2022-W08,757.8,ERVISS
AT,2022-02-20,2022-W07,1042.0,ERVISS
AT,2022-02-13,2022-W06,1054.1,ERVISS
AT,2022-02-06,2022-W05,1260.2,ERVISS
AT,2022-01-30,2022-W04,1128.0,ERVISS
AT,2022-01-23,2022-W03,996.7,ERVISS
AT,2022-01-16,2022-W02,1122.6,ERVISS
AT,2022-01-09,2022-W01,1068.6,ERVISS
AT,2022-01-02,2021-W52,662.3,ERVISS
AT,2021-12-26,2021-W51,518.0,ERVISS
AT,2021-12-19,2021-W50,1765.8,ERVISS
AT,2021-12-12,2021-W49,735.2,ERVISS
AT,2021-12-05,2021-W48,865.2,ERVISS
AT,2021-11-28,2021-W47,1067.6,ERVISS
AT,2021-11-21,2021-W46,1220.0,ERVISS
AT,2021-11-14,2021-W45,1159.8,ERVISS
AT,2021-11-07,2021-W44,1388.5,ERVISS
AT,2021-10-31,2021-W43,1558.6,ERVISS
AT,2021-10-24,2021-W42,1689.7,ERVISS
AT,2021-10-17,2021-W41,1365.5,ERVISS
AT,2021-10-10,2021-W40,711.3,ERVISS
AT,2021-03-28,2021-W12,331.7,ERVISS
AT,2021-03-21,2021-W11,318.3,ERVISS
AT,2021-03-14,2021-W10,497.5,ERVISS
AT,2021-03-07,2021-W09,407.6,ERVISS
AT,2021-02-28,2021-W08,365.4,ERVISS
AT,2021-02-21,2021-W07,310.3,ERVISS
AT,2021-02-14,2021-W06,286.0,ERVISS
AT,2021-02-07,2021-W05,320.8,ERVISS
AT,2021-01-31,2021-W04,421.9,ERVISS
AT,2021-01-24,2021-W03,354.3,ERVISS
AT,2021-01-17,2021-W02,357.4,ERVISS
AT,2021-01-10,2021-W01,335.8,ERVISS
AT,2020-12-13,2020-W50,533.2,ERVISS
AT,2020-12-06,2020-W49,671.3,ERVISS
AT,2020-11-29,2020-W48,603.1,ERVISS
AT,2020-11-22,2020-W47,789.7,ERVISS
AT,2020-11-15,2020-W46,995.0,ERVISS
AT,2020-11-08,2020-W45,1013.5,ERVISS
AT,2020-11-01,2020-W44,650.5,ERVISS
AT,2020-10-25,2020-W43,801.6,ERVISS
AT,2020-10-18,2020-W42,827.1,ERVISS
AT,2020-10-11,2020-W41,344.8,ERVISS
AT,2020-10-04,2020-W40,488.8,ERVISS
AT,2020-03-29,2020-W13,663.7,ERVISS
AT,2020-03-22,2020-W12,1261.0,ERVISS
AT,2020-03-15,2020-W11,1239.2,ERVISS
AT,2020-03-08,2020-W10,1259.6,ERVISS
AT,2020-03-01,2020-W09,1450.1,ERVISS
AT,2020-02-23,2020-W08,1413.6,ERVISS
AT,2020-02-16,2020-W07,1622.5,ERVISS
AT,2020-02-09,2020-W06,2314.1,ERVISS
AT,2020-02-02,2020-W05,2203.3,ERVISS
AT,2020-01-26,2020-W04,1694.4,ERVISS
AT,2020-01-19,2020-W03,1089.1,ERVISS
AT,2020-01-12,2020-W02,772.4,ERVISS
AT,2020-01-05,2020-W01,406.6,ERVISS
AT,2019-12-29,2019-W52,504.1,ERVISS
AT,2019-12-22,2019-W51,1157.4,ERVISS
AT,2019-12-15,2019-W50,967.5,ERVISS
AT,2019-12-08,2019-W49,930.4,ERVISS
AT,2019-12-01,2019-W48,837.2,ERVISS
AT,2019-11-24,2019-W47,777.3,ERVISS
AT,2019-11-17,2019-W46,755.3,ERVISS
AT,2019-11-10,2019-W45,466.9,ERVISS
AT,2019-11-03,2019-W44,560.8,ERVISS
AT,2019-10-27,2019-W43,673.2,ERVISS
AT,2019-10-20,2019-W42,742.0,ERVISS
AT,2019-10-13,2019-W41,667.9,ERVISS
AT,2019-10-06,2019-W40,603.5,ERVISS
AT,2019-04-07,2019-W14,352.5,ERVISS
AT,2019-03-31,2019-W13,560.7,ERVISS
AT,2019-03-24,2019-W12,618.3,ERVISS
AT,2019-03-17,2019-W11,702.9,ERVISS
AT,2019-03-10,2019-W10,947.8,ERVISS
AT,2019-03-03,2019-W09,1122.3,ERVISS
AT,2019-02-24,2019-W08,1156.0,ERVISS
AT,2019-02-17,2019-W07,1209.2,ERVISS
AT,2019-02-10,2019-W06,1367.1,ERVISS
AT,2019-02-03,2019-W05,1264.8,ERVISS
AT,2019-01-27,2019-W04,1022.4,ERVISS
AT,2019-01-20,2019-W03,855.4,ERVISS
AT,2019-01-13,2019-W02,786.9,ERVISS
AT,2018-12-23,2018-W51,772.1,ERVISS
AT,2018-12-16,2018-W50,686.3,ERVISS
AT,2018-12-09,2018-W49,654.5,ERVISS
AT,2018-12-02,2018-W48,707.2,ERVISS
AT,2018-11-25,2018-W47,763.8,ERVISS
AT,2018-11-18,2018-W46,697.1,ERVISS
AT,2018-11-11,2018-W45,654.2,ERVISS
AT,2018-11-04,2018-W44,490.7,ERVISS
AT,2018-10-28,2018-W43,459.8,ERVISS
AT,2018-10-21,2018-W42,602.7,ERVISS
AT,2018-10-14,2018-W41,439.4,ERVISS
AT,2018-10-07,2018-W40,439.5,ERVISS
AT,2018-04-15,2018-W15,102.3,ERVISS
AT,2018-04-08,2018-W14,221.4,ERVISS
AT,2018-04-01,2018-W13,639.5,ERVISS
AT,2018-03-25,2018-W12,812.0,ERVISS
AT,2018-03-18,2018-W11,938.0,ERVISS
AT,2018-03-11,2018-W10,1331.2,ERVISS
AT,2018-03-04,2018-W09,1428.7,ERVISS
AT,2018-02-25,2018-W08,1480.5,ERVISS
AT,2018-02-18,2018-W07,1792.9,ERVISS
AT,2018-02-11,2018-W06,1729.8,ERVISS
AT,2018-02-04,2018-W05,1497.2,ERVISS
AT,2018-01-28,2018-W04,1357.8,ERVISS
AT,2018-01-21,2018-W03,1152.2,ERVISS
AT,2018-01-14,2018-W02,1014.7,ERVISS
AT,2018-01-07,2018-W01,944.2,ERVISS
AT,2017-12-31,2017-W52,483.4,ERVISS
AT,2017-12-24,2017-W51,849.8,ERVISS
AT,2017-12-17,2017-W50,806.4,ERVISS
AT,2017-12-10,2017-W49,628.1,ERVISS
AT,2017-12-03,2017-W48,654.4,ERVISS
AT,2017-11-26,2017-W47,614.0,ERVISS
AT,2017-11-19,2017-W46,594.9,ERVISS
AT,2017-11-12,2017-W45,688.9,ERVISS
AT,2017-11-05,2017-W44,430.3,ERVISS
AT,2017-10-29,2017-W43,508.1,ERVISS
AT,2017-10-22,2017-W42,552.6,ERVISS
AT,2017-10-15,2017-W41,616.3,ERVISS
AT,2017-10-08,2017-W40,289.1,ERVISS
AT,2017-04-09,2017-W14,152.2,ERVISS
AT,2017-04-02,2017-W13,383.4,ERVISS
AT,2017-03-26,2017-W12,468.3,ERVISS
AT,2017-03-19,2017-W11,496.0,ERVISS
AT,2017-03-12,2017-W10,488.7,ERVISS
AT,2017-03-05,2017-W09,627.3,ERVISS
AT,2017-02-26,2017-W08,617.3,ERVISS
AT,2017-02-19,2017-W07,950.7,ERVISS
AT,2017-02-12,2017-W06,1299.5,ERVISS
AT,2017-02-05,2017-W05,1369.3,ERVISS
AT,2017-01-29,2017-W04,1452.4,ERVISS
AT,2017-01-22,2017-W03,1471.3,ERVISS
AT,2017-01-15,2017-W02,1795.4,ERVISS
AT,2017-01-08,2017-W01,1406.0,ERVISS
AT,2017-01-01,2016-W52,724.2,ERVISS
AT,2016-12-25,2016-W51,1075.3,ERVISS
AT,2016-12-18,2016-W50,920.1,ERVISS
AT,2016-12-11,2016-W49,642.2,ERVISS
AT,2016-12-04,2016-W48,770.8,ERVISS
AT,2016-11-27,2016-W47,789.5,ERVISS
AT,2016-11-20,2016-W46,864.8,ERVISS
AT,2016-11-13,2016-W45,762.7,ERVISS
AT,2016-11-06,2016-W44,696.6,ERVISS
AT,2016-10-30,2016-W43,593.1,ERVISS
AT,2016-10-23,2016-W42,812.1,ERVISS
AT,2016-10-16,2016-W41,737.5,ERVISS
AT,2016-10-09,2016-W40,449.1,ERVISS
AT,2016-04-10,2016-W14,326.0,ERVISS
AT,2016-04-03,2016-W13,360.5,ERVISS
AT,2016-03-27,2016-W12,605.5,ERVISS
AT,2016-03-20,2016-W11,1176.8,ERVISS
AT,2016-03-13,2016-W10,1094.7,ERVISS
AT,2016-03-06,2016-W09,1248.1,ERVISS
AT,2016-02-28,2016-W08,1522.1,ERVISS
AT,2016-02-21,2016-W07,1347.2,ERVISS
AT,2016-02-14,2016-W06,1694.8,ERVISS
AT,2016-02-07,2016-W05,1542.5,ERVISS
AT,2016-01-31,2016-W04,1193.4,ERVISS
AT,2016-01-24,2016-W03,1038.4,ERVISS
AT,2016-01-17,2016-W02,782.6,ERVISS
AT,2016-01-10,2016-W01,643.3,ERVISS
AT,2015-12-20,2015-W51,710.8,ERVISS
AT,2015-12-13,2015-W50,766.5,ERVISS
AT,2015-12-06,2015-W49,798.2,ERVISS
AT,2015-11-29,2015-W48,693.4,ERVISS
AT,2015-11-22,2015-W47,711.8,ERVISS
AT,2015-11-15,2015-W46,708.6,ERVISS
AT,2015-11-08,2015-W45,645.8,ERVISS
AT,2015-11-01,2015-W44,657.1,ERVISS
AT,2015-10-25,2015-W43,722.5,ERVISS
AT,2015-10-18,2015-W42,769.6,ERVISS
AT,2015-10-11,2015-W41,552.9,ERVISS
AT,2015-10-04,2015-W40,585.4,ERVISS
AT,2015-04-12,2015-W15,328.6,ERVISS
AT,2015-04-05,2015-W14,405.3,ERVISS
AT,2015-03-29,2015-W13,1021.2,ERVISS
AT,2015-03-22,2015-W12,1025.7,ERVISS
AT,2015-03-15,2015-W11,1136.7,ERVISS
AT,2015-03-08,2015-W10,1329.1,ERVISS
AT,2015-03-01,2015-W09,1699.6,ERVISS
AT,2015-02-22,2015-W08,1461.9,ERVISS
AT,2015-02-15,2015-W07,2052.8,ERVISS
AT,2015-02-08,2015-W06,1951.3,ERVISS
AT,2015-02-01,2015-W05,1567.4,ERVISS
AT,2015-01-25,2015-W04,1178.1,ERVISS
AT,2015-01-18,2015-W03,962.1,ERVISS
AT,2015-01-11,2015-W02,830.4,ERVISS
AT,2014-12-21,2014-W51,1177.0,ERVISS
AT,2014-12-14,2014-W50,993.0,ERVISS
AT,2014-12-07,2014-W49,982.8,ERVISS
AT,2014-11-30,2014-W48,897.4,ERVISS
AT,2014-11-23,2014-W47,855.5,ERVISS
AT,2014-11-16,2014-W46,744.3,ERVISS
AT,2014-11-09,2014-W45,883.4,ERVISS
AT,2014-11-02,2014-W44,762.6,ERVISS
AT,2014-10-26,2014-W43,696.1,ERVISS
AT,2014-10-19,2014-W42,768.8,ERVISS
AT,2014-10-12,2014-W41,547.3,ERVISS
AT,2014-10-05,2014-W40,589.6,ERVISS
BE,2024-07-21,2024-W29,123.8,ERVISS
BE,2024-07-14,2024-W28,66.5,ERVISS
BE,2024-07-07,2024-W27,116.3,ERVISS
BE,2024-06-30,2024-W26,103.7,ERVISS
BE,2024-06-23,2024-W25,96.0,ERVISS
BE,2024-06-16,2024-W24,68.8,ERVISS
BE,2024-06-09,2024-W23,56.6,ERVISS
BE,2024-06-02,2024-W22,27.5,ERVISS
BE,2024-05-26,2024-W21,64.4,ERVISS
BE,2024-05-19,2024-W20,38.6,ERVISS
BE,2024-05-12,2024-W19,23.9,ERVISS
BE,2024-05-05,2024-W18,44.1,ERVISS
BE,2024-04-28,2024-W17,25.7,ERVISS
BE,2024-04-21,2024-W16,67.3,ERVISS
BE,2024-04-14,2024-W15,72.0,ERVISS
BE,2024-04-07,2024-W14,120.6,ERVISS
BE,2024-03-31,2024-W13,118.1,ERVISS
BE,2024-03-24,2024-W12,93.9,ERVISS
BE,2024-03-17,2024-W11,191.4,ERVISS
BE,2024-03-10,2024-W10,154.0,ERVISS
BE,2024-03-03,2024-W09,287.1,ERVISS
BE,2024-02-25,2024-W08,416.2,ERVISS
BE,2024-02-18,2024-W07,350.4,ERVISS
BE,2024-02-11,2024-W06,701.2,ERVISS
BE,2024-02-04,2024-W05,732.3,ERVISS
BE,2024-01-28,2024-W04,787.6,ERVISS
BE,2024-01-21,2024-W03,395.9,ERVISS
BE,2024-01-14,2024-W02,366.0,ERVISS
BE,2024-01-07,2024-W01,264.1,ERVISS
BE,2023-12-31,2023-W52,191.8,ERVISS
BE,2023-12-24,2023-W51,533.4,ERVISS
BE,2023-12-17,2023-W50,466.9,ERVISS
BE,2023-12-10,2023-W49,296.7,ERVISS
BE,2023-12-03,2023-W48,276.3,ERVISS
BE,2023-11-26,2023-W47,252.5,ERVISS
BE,2023-11-19,2023-W46,206.9,ERVISS
BE,2023-11-12,2023-W45,209.2,ERVISS
BE,2023-11-05,2023-W44,173.7,ERVISS
BE,2023-10-29,2023-W43,135.6,ERVISS
BE,2023-10-22,2023-W42,179.6,ERVISS
BE,2023-10-15,2023-W41,168.0,ERVISS
BE,2023-10-08,2023-W40,176.7,ERVISS
BE,2023-10-01,2023-W39,164.9,ERVISS
BE,2023-09-24,2023-W38,167.2,ERVISS
BE,2023-09-17,2023-W37,165.4,ERVISS
BE,2023-09-10,2023-W36,156.5,ERVISS
BE,2023-09-03,2023-W35,89.9,ERVISS
BE,2023-08-27,2023-W34,95.0,ERVISS
BE,2023-08-20,2023-W33,92.0,ERVISS
BE,2023-08-13,2023-W32,32.7,ERVISS
BE,2023-08-06,2023-W31,63.5,ERVISS
BE,2023-07-30,2023-W30,41.2,ERVISS
BE,2023-07-23,2023-W29,35.5,ERVISS
BE,2023-07-16,2023-W28,13.5,ERVISS
BE,2023-07-09,2023-W27,55.8,ERVISS
BE,2023-07-02,2023-W26,32.2,ERVISS
BE,2023-06-25,2023-W25,44.3,ERVISS
BE,2023-06-18,2023-W24,38.2,ERVISS
BE,2023-06-11,2023-W23,63.8,ERVISS
BE,2023-06-04,2023-W22,35.8,ERVISS
BE,2023-05-28,2023-W21,77.7,ERVISS
BE,2023-05-21,2023-W20,50.5,ERVISS
BE,2023-05-14,2023-W19,74.6,ERVISS
BE,2023-05-07,2023-W18,53.5,ERVISS
BE,2023-04-30,2023-W17,39.2,ERVISS
BE,2023-04-23,2023-W16,111.4,ERVISS
BE,2023-04-16,2023-W15,77.3,ERVISS
BE,2023-04-09,2023-W14,139.0,ERVISS
BE,2023-04-02,2023-W13,284.7,ERVISS
BE,2023-03-26,2023-W12,346.8,ERVISS
BE,2023-03-19,2023-W11,317.1,ERVISS
BE,2023-03-12,2023-W10,373.8,ERVISS
BE,2023-03-05,2023-W09,363.8,ERVISS
BE,2023-02-26,2023-W08,368.0,ERVISS
BE,2023-02-19,2023-W07,583.7,ERVISS
BE,2023-02-12,2023-W06,542.7,ERVISS
BE,2023-02-05,2023-W05,571.2,ERVISS
BE,2023-01-29,2023-W04,404.5,ERVISS
BE,2023-01-22,2023-W03,370.5,ERVISS
BE,2023-01-15,2023-W02,457.5,ERVISS
BE,2023-01-08,2023-W01,651.6,ERVISS
BE,2023-01-01,2022-W52,802.6,ERVISS
BE,2022-12-25,2022-W51,826.0,ERVISS
BE,2022-12-18,2022-W50,658.6,ERVISS
BE,2022-12-11,2022-W49,257.3,ERVISS
BE,2022-12-04,2022-W48,213.4,ERVISS
BE,2022-11-27,2022-W47,198.7,ERVISS
BE,2022-11-20,2022-W46,141.0,ERVISS
BE,2022-11-13,2022-W45,96.8,ERVISS
BE,2022-11-06,2022-W44,75.4,ERVISS
BE,2022-10-30,2022-W43,93.9,ERVISS
BE,2022-10-23,2022-W42,178.8,ERVISS
BE,2022-10-16,2022-W41,140.9,ERVISS
BE,2022-10-09,2022-W40,192.2,ERVISS
BE,2022-10-02,2022-W39,179.0,ERVISS
BE,2022-09-25,2022-W38,203.6,ERVISS
BE,2022-09-18,2022-W37,120.5,ERVISS
BE,2022-09-11,2022-W36,50.0,ERVISS
BE,2022-09-04,2022-W35,94.1,ERVISS
BE,2022-08-28,2022-W34,88.4,ERVISS
BE,2022-08-21,2022-W33,65.6,ERVISS
BE,2022-08-14,2022-W32,93.0,ERVISS
BE,2022-08-07,2022-W31,102.8,ERVISS
BE,2022-07-31,2022-W30,127.4,ERVISS
BE,2022-07-24,2022-W29,66.5,ERVISS
BE,2022-07-17,2022-W28,89.4,ERVISS
BE,2022-07-10,2022-W27,149.1,ERVISS
BE,2022-07-03,2022-W26,189.8,ERVISS
BE,2022-06-26,2022-W25,170.2,ERVISS
BE,2022-06-19,2022-W24,128.2,ERVISS
BE,2022-06-12,2022-W23,63.2,ERVISS
BE,2022-06-05,2022-W22,61.2,ERVISS
BE,2022-05-29,2022-W21,59.9,ERVISS
BE,2022-05-22,2022-W20,107.8,ERVISS
BE,2022-05-15,2022-W19,248.8,ERVISS
BE,2022-05-08,2022-W18,178.2,ERVISS
BE,2022-05-01,2022-W17,286.7,ERVISS
BE,2022-04-24,2022-W16,257.2,ERVISS
BE,2022-04-17,2022-W15,375.2,ERVISS
BE,2022-04-10,2022-W14,538.2,ERVISS
BE,2022-04-03,2022-W13,917.2,ERVISS
BE,2022-03-27,2022-W12,858.2,ERVISS
BE,2022-03-20,2022-W11,579.0,ERVISS
BE,2022-03-13,2022-W10,516.4,ERVISS
BE,2022-03-06,2022-W09,310.7,ERVISS
BE,2022-02-27,2022-W08,229.8,ERVISS
BE,2022-02-20,2022-W07,289.6,ERVISS
BE,2022-02-13,2022-W06,274.8,ERVISS
BE,2022-02-06,2022-W05,444.6,ERVISS
BE,2022-01-30,2022-W04,663.3,ERVISS
BE,2022-01-23,2022-W03,677.9,ERVISS
BE,2022-01-16,2022-W02,383.1,ERVISS
BE,2022-01-09,2022-W01,197.2,ERVISS
BE,2022-01-02,2021-W52,201.9,ERVISS
BE,2021-12-26,2021-W51,136.8,ERVISS
BE,2021-12-19,2021-W50,170.5,ERVISS
BE,2021-12-12,2021-W49,312.8,ERVISS
BE,2021-12-05,2021-W48,499.9,ERVISS
BE,2021-11-28,2021-W47,436.5,ERVISS
BE,2021-11-21,2021-W46,269.2,ERVISS
BE,2021-11-14,2021-W45,329.8,ERVISS
BE,2021-11-07,2021-W44,333.3,ERVISS
BE,2021-10-31,2021-W43,182.1,ERVISS
BE,2021-10-24,2021-W42,207.6,ERVISS
BE,2021-10-17,2021-W41,103.7,ERVISS
BE,2021-10-10,2021-W40,112.9,ERVISS
BE,2021-10-03,2021-W39,138.3,ERVISS
BE,2021-09-26,2021-W38,85.5,ERVISS
BE,2021-09-19,2021-W37,104.0,ERVISS
BE,2021-09-12,2021-W36,64.0,ERVISS
BE,2021-09-05,2021-W35,45.8,ERVISS
BE,2021-08-29,2021-W34,77.8,ERVISS
BE,2021-08-22,2021-W33,43.6,ERVISS
BE,2021-08-15,2021-W32,43.5,ERVISS
BE,2021-08-08,2021-W31,48.4,ERVISS
BE,2021-08-01,2021-W30,46.1,ERVISS
BE,2021-07-25,2021-W29,34.6,ERVISS
BE,2021-07-18,2021-W28,30.1,ERVISS
BE,2021-07-11,2021-W27,36.1,ERVISS
BE,2021-07-04,2021-W26,21.8,ERVISS
BE,2021-06-27,2021-W25,32.1,ERVISS
BE,2021-06-20,2021-W24,50.4,ERVISS
BE,2021-06-13,2021-W23,40.6,ERVISS
BE,2021-06-06,2021-W22,61.8,ERVISS
BE,2021-05-30,2021-W21,46.3,ERVISS
BE,2021-05-23,2021-W20,77.2,ERVISS
BE,2021-05-16,2021-W19,88.3,ERVISS
BE,2021-05-09,2021-W18,73.6,ERVISS
BE,2021-05-02,2021-W17,62.8,ERVISS
BE,2021-04-25,2021-W16,126.6,ERVISS
BE,2021-04-18,2021-W15,91.4,ERVISS
BE,2021-04-11,2021-W14,102.7,ERVISS
BE,2021-04-04,2021-W13,137.9,ERVISS
BE,2021-03-28,2021-W12,182.2,ERVISS
BE,2021-03-21,2021-W11,185.6,ERVISS
BE,2021-03-14,2021-W10,174.2,ERVISS
BE,2021-03-07,2021-W09,110.6,ERVISS
BE,2021-02-28,2021-W08,99.4,ERVISS
BE,2021-02-21,2021-W07,147.7,ERVISS
BE,2021-02-14,2021-W06,65.2,ERVISS
BE,2021-02-07,2021-W05,150.9,ERVISS
BE,2021-01-31,2021-W04,173.7,ERVISS
BE,2021-01-24,2021-W03,72.6,ERVISS
BE,2021-01-17,2021-W02,122.9,ERVISS
BE,2021-01-10,2021-W01,131.4,ERVISS
BE,2021-01-03,2020-W53,55.4,ERVISS
BE,2020-12-27,2020-W52,48.2,ERVISS
BE,2020-12-20,2020-W51,142.4,ERVISS
BE,2020-12-13,2020-W50,160.3,ERVISS
BE,2020-12-06,2020-W49,177.0,ERVISS
BE,2020-11-29,2020-W48,165.6,ERVISS
BE,2020-11-22,2020-W47,204.6,ERVISS
BE,2020-11-15,2020-W46,236.7,ERVISS
BE,2020-11-08,2020-W45,265.2,ERVISS
BE,2020-11-01,2020-W44,463.7,ERVISS
BE,2020-10-25,2020-W43,462.9,ERVISS
BE,2020-10-18,2020-W42,386.4,ERVISS
BE,2020-10-11,2020-W41,161.7,ERVISS
BE,2020-10-04,2020-W40,138.6,ERVISS
BE,2020-09-27,2020-W39,165.3,ERVISS
BE,2020-09-20,2020-W38,159.8,ERVISS
BE,2020-09-13,2020-W37,206.5,ERVISS
BE,2020-09-06,2020-W36,103.0,ERVISS
BE,2020-08-30,2020-W35,36.0,ERVISS
BE,2020-08-23,2020-W34,56.8,ERVISS
BE,2020-08-16,2020-W33,32.4,ERVISS
BE,2020-08-09,2020-W32,42.2,ERVISS
BE,2020-08-02,2020-W31,44.0,ERVISS
BE,2020-07-26,2020-W30,59.8,ERVISS
BE,2020-07-19,2020-W29,60.0,ERVISS
BE,2020-07-12,2020-W28,33.8,ERVISS
BE,2020-07-05,2020-W27,45.1,ERVISS
BE,2020-06-28,2020-W26,73.0,ERVISS
BE,2020-06-21,2020-W25,85.2,ERVISS
BE,2020-06-14,2020-W24,70.3,ERVISS
BE,2020-06-07,2020-W23,49.3,ERVISS
BE,2020-05-31,2020-W22,47.4,ERVISS
BE,2020-05-24,2020-W21,91.5,ERVISS
BE,2020-05-17,2020-W20,103.1,ERVISS
BE,2020-05-10,2020-W19,114.7,ERVISS
BE,2020-05-03,2020-W18,90.4,ERVISS
BE,2020-04-26,2020-W17,101.0,ERVISS
BE,2020-04-19,2020-W16,144.5,ERVISS
BE,2020-04-12,2020-W15,211.6,ERVISS
BE,2020-04-05,2020-W14,502.2,ERVISS
BE,2020-03-29,2020-W13,556.3,ERVISS
BE,2020-03-22,2020-W12,705.1,ERVISS
BE,2020-03-15,2020-W11,410.5,ERVISS
BE,2020-03-08,2020-W10,328.8,ERVISS
BE,2020-03-01,2020-W09,278.1,ERVISS
BE,2020-02-23,2020-W08,399.0,ERVISS
BE,2020-02-16,2020-W07,490.6,ERVISS
BE,2020-02-09,2020-W06,569.0,ERVISS
BE,2020-02-02,2020-W05,578.9,ERVISS
BE,2020-01-26,2020-W04,241.8,ERVISS
BE,2020-01-19,2020-W03,131.1,ERVISS
BE,2020-01-12,2020-W02,108.0,ERVISS
BE,2020-01-05,2020-W01,34.8,ERVISS
BE,2019-12-29,2019-W52,30.8,ERVISS
BE,2019-12-22,2019-W51,53.2,ERVISS
BE,2019-12-15,2019-W50,53.9,ERVISS
BE,2019-12-08,2019-W49,37.4,ERVISS
BE,2019-12-01,2019-W48,54.5,ERVISS
BE,2019-11-24,2019-W47,33.8,ERVISS
BE,2019-11-17,2019-W46,15.5,ERVISS
BE,2019-11-10,2019-W45,34.8,ERVISS
BE,2019-11-03,2019-W44,24.9,ERVISS
BE,2019-10-27,2019-W43,15.8,ERVISS
BE,2019-10-20,2019-W42,14.8,ERVISS
BE,2019-10-13,2019-W41,25.3,ERVISS
BE,2019-10-06,2019-W40,13.2,ERVISS
BE,2019-09-29,2019-W39,10.9,ERVISS
BE,2019-09-22,2019-W38,17.1,ERVISS
BE,2019-09-15,2019-W37,9.8,ERVISS
BE,2019-09-08,2019-W36,5.3,ERVISS
BE,2019-09-01,2019-W35,4.1,ERVISS
BE,2019-08-25,2019-W34,4.3,ERVISS
BE,2019-08-18,2019-W33,2.9,ERVISS
BE,2019-08-11,2019-W32,2.0,ERVISS
BE,2019-08-04,2019-W31,4.3,ERVISS
BE,2019-07-28,2019-W30,1.5,ERVISS
BE,2019-07-21,2019-W29,2.6,ERVISS
BE,2019-07-14,2019-W28,4.2,ERVISS
BE,2019-07-07,2019-W27,0.0,ERVISS
BE,2019-06-30,2019-W26,4.9,ERVISS
BE,2019-06-23,2019-W25,2.4,ERVISS
BE,2019-06-16,2019-W24,2.7,ERVISS
BE,2019-06-09,2019-W23,4.9,ERVISS
BE,2019-06-02,2019-W22,8.5,ERVISS
BE,2019-05-26,2019-W21,2.7,ERVISS
BE,2019-05-19,2019-W20,3.7,ERVISS
